Gene name,Gene stable ID,Mouse gene name,Mouse gene stable ID
,ENSMODG00000012672,Qdpr,ENSMUSG00000015806
mdo-mir-12333,ENSMODG00000046715,,
,ENSMODG00000026811,,
CCN2,ENSMODG00000017558,Ccn2,ENSMUSG00000019997
,ENSMODG00000004601,Tirap,ENSMUSG00000032041
HERC6,ENSMODG00000019236,Herc6,ENSMUSG00000029798
,ENSMODG00000024823,Trappc6b,ENSMUSG00000020993
,ENSMODG00000048948,,
ELL2,ENSMODG00000020086,Ell2,ENSMUSG00000001542
,ENSMODG00000042152,Or52s1,ENSMUSG00000073955
,ENSMODG00000042152,Or52s1b,ENSMUSG00000057461
,ENSMODG00000051295,,
,ENSMODG00000045122,,
CDKN2AIP,ENSMODG00000004192,Cdkn2aip,ENSMUSG00000038069
,ENSMODG00000040241,,
,ENSMODG00000045785,Or5d41,ENSMUSG00000075133
,ENSMODG00000045785,Or5d46,ENSMUSG00000050023
,ENSMODG00000045785,Or5d40,ENSMUSG00000061342
,ENSMODG00000045785,Or5d43,ENSMUSG00000075132
,ENSMODG00000045785,Or5d44,ENSMUSG00000080713
,ENSMODG00000045785,Or5d45,ENSMUSG00000083855
,ENSMODG00000045785,Or5d3,ENSMUSG00000075128
,ENSMODG00000045785,Or5d37,ENSMUSG00000075136
,ENSMODG00000045785,Or5d38,ENSMUSG00000101078
,ENSMODG00000045785,Or5d39,ENSMUSG00000100899
ASAH1,ENSMODG00000019036,Asah1,ENSMUSG00000031591
,ENSMODG00000037082,,
,ENSMODG00000022925,Or52s1,ENSMUSG00000073955
,ENSMODG00000022925,Or52s1b,ENSMUSG00000057461
,ENSMODG00000029479,,
UBA6,ENSMODG00000020740,Uba6,ENSMUSG00000035898
,ENSMODG00000038048,,
NPTX1,ENSMODG00000044342,Nptx1,ENSMUSG00000025582
,ENSMODG00000005013,,
RABGGTB,ENSMODG00000019091,Rabggtb,ENSMUSG00000038975
SH3BGRL3,ENSMODG00000014189,Sh3bgrl3,ENSMUSG00000028843
MEX3A,ENSMODG00000016954,Mex3a,ENSMUSG00000074480
,ENSMODG00000037546,,
,ENSMODG00000047606,,
,ENSMODG00000024063,,
ALDH1A3,ENSMODG00000012141,Aldh1a3,ENSMUSG00000015134
RGL2,ENSMODG00000014185,Rgl2,ENSMUSG00000041354
,ENSMODG00000039050,Or51ac3,ENSMUSG00000047544
,ENSMODG00000025075,,
NABP1,ENSMODG00000011862,Nabp1,ENSMUSG00000026107
,ENSMODG00000050233,Or5d41,ENSMUSG00000075133
,ENSMODG00000050233,Or5d46,ENSMUSG00000050023
,ENSMODG00000050233,Or5d40,ENSMUSG00000061342
,ENSMODG00000050233,Or5d43,ENSMUSG00000075132
,ENSMODG00000050233,Or5d44,ENSMUSG00000080713
,ENSMODG00000050233,Or5d45,ENSMUSG00000083855
,ENSMODG00000050233,Or5d3,ENSMUSG00000075128
,ENSMODG00000050233,Or5d37,ENSMUSG00000075136
,ENSMODG00000050233,Or5d38,ENSMUSG00000101078
,ENSMODG00000050233,Or5d39,ENSMUSG00000100899
DCPS,ENSMODG00000004617,Dcps,ENSMUSG00000032040
,ENSMODG00000008910,Rbm44,ENSMUSG00000070732
,ENSMODG00000033817,,
,ENSMODG00000050833,,
,ENSMODG00000001268,Micos13,ENSMUSG00000049760
,ENSMODG00000027421,,
DAO,ENSMODG00000041015,Dao,ENSMUSG00000042096
,ENSMODG00000042324,Or5d41,ENSMUSG00000075133
,ENSMODG00000042324,Or5d46,ENSMUSG00000050023
,ENSMODG00000042324,Or5d40,ENSMUSG00000061342
,ENSMODG00000042324,Or5d43,ENSMUSG00000075132
,ENSMODG00000042324,Or5d44,ENSMUSG00000080713
,ENSMODG00000042324,Or5d45,ENSMUSG00000083855
,ENSMODG00000042324,Or5d3,ENSMUSG00000075128
,ENSMODG00000042324,Or5d37,ENSMUSG00000075136
,ENSMODG00000042324,Or5d38,ENSMUSG00000101078
,ENSMODG00000042324,Or5d39,ENSMUSG00000100899
,ENSMODG00000022014,,
,ENSMODG00000034155,,
MTNR1A,ENSMODG00000004999,Mtnr1a,ENSMUSG00000054764
CERS2,ENSMODG00000018825,Cers2,ENSMUSG00000015714
,ENSMODG00000048199,,
,ENSMODG00000013440,Tsks,ENSMUSG00000059891
,ENSMODG00000039521,,
ATF1,ENSMODG00000006303,Atf1,ENSMUSG00000023027
,ENSMODG00000025074,,
,ENSMODG00000014231,Crybg2,ENSMUSG00000012123
,ENSMODG00000045352,,
SNORD45B,ENSMODG00000021796,Snord45b,ENSMUSG00000064731
,ENSMODG00000038590,,
CAVIN2,ENSMODG00000011868,Cavin2,ENSMUSG00000045954
,ENSMODG00000047457,,
AMD1,ENSMODG00000017924,Amd1,ENSMUSG00000075232
AMD1,ENSMODG00000017924,Amd2,ENSMUSG00000063953
,ENSMODG00000031663,,
,ENSMODG00000042069,,
,ENSMODG00000014253,Krt33a,ENSMUSG00000035592
,ENSMODG00000014253,Krt33b,ENSMUSG00000057723
,ENSMODG00000014253,Krt31,ENSMUSG00000048981
,ENSMODG00000043210,,
GADD45GIP1,ENSMODG00000011545,Gadd45gip1,ENSMUSG00000033751
,ENSMODG00000051143,,
,ENSMODG00000011152,Or51af1,ENSMUSG00000046396
,ENSMODG00000040784,,
RNASEH2B,ENSMODG00000010775,Rnaseh2b,ENSMUSG00000021932
,ENSMODG00000044425,Or5d41,ENSMUSG00000075133
,ENSMODG00000044425,Or5d46,ENSMUSG00000050023
,ENSMODG00000044425,Or5d40,ENSMUSG00000061342
,ENSMODG00000044425,Or5d43,ENSMUSG00000075132
,ENSMODG00000044425,Or5d44,ENSMUSG00000080713
,ENSMODG00000044425,Or5d45,ENSMUSG00000083855
,ENSMODG00000044425,Or5d3,ENSMUSG00000075128
,ENSMODG00000044425,Or5d37,ENSMUSG00000075136
,ENSMODG00000044425,Or5d38,ENSMUSG00000101078
,ENSMODG00000044425,Or5d39,ENSMUSG00000100899
GLRX,ENSMODG00000045828,Glrx,ENSMUSG00000021591
CDC42BPA,ENSMODG00000006246,Cdc42bpa,ENSMUSG00000026490
ENDOV,ENSMODG00000002372,Endov,ENSMUSG00000039850
LMNA,ENSMODG00000016946,Lmna,ENSMUSG00000028063
,ENSMODG00000041009,,
,ENSMODG00000028134,Zfp683,ENSMUSG00000049410
,ENSMODG00000045448,,
TMEFF2,ENSMODG00000011908,Tmeff2,ENSMUSG00000026109
WFIKKN2,ENSMODG00000012674,Wfikkn2,ENSMUSG00000044177
,ENSMODG00000029679,,
F11,ENSMODG00000004989,F11,ENSMUSG00000031645
,ENSMODG00000048013,Or51ac3,ENSMUSG00000047544
MOXD1,ENSMODG00000017553,Moxd1,ENSMUSG00000020000
WWC2,ENSMODG00000004171,Wwc2,ENSMUSG00000031563
NPNT,ENSMODG00000020620,Npnt,ENSMUSG00000040998
,ENSMODG00000046578,Or5d41,ENSMUSG00000075133
,ENSMODG00000046578,Or5d46,ENSMUSG00000050023
,ENSMODG00000046578,Or5d40,ENSMUSG00000061342
,ENSMODG00000046578,Or5d43,ENSMUSG00000075132
,ENSMODG00000046578,Or5d44,ENSMUSG00000080713
,ENSMODG00000046578,Or5d45,ENSMUSG00000083855
,ENSMODG00000046578,Or5d3,ENSMUSG00000075128
,ENSMODG00000046578,Or5d37,ENSMUSG00000075136
,ENSMODG00000046578,Or5d38,ENSMUSG00000101078
,ENSMODG00000046578,Or5d39,ENSMUSG00000100899
,ENSMODG00000041555,,
RAD23A,ENSMODG00000011539,Rad23a,ENSMUSG00000003813
,ENSMODG00000035536,,
LIN28A,ENSMODG00000014236,Lin28a,ENSMUSG00000050966
,ENSMODG00000011159,Or51ah3,ENSMUSG00000073947
STAP1,ENSMODG00000020737,Stap1,ENSMUSG00000029254
,ENSMODG00000028158,,
,ENSMODG00000037150,,
CORO1C,ENSMODG00000002824,Coro1c,ENSMUSG00000004530
,ENSMODG00000045136,,
ST3GAL4,ENSMODG00000004657,St3gal4,ENSMUSG00000032038
,ENSMODG00000044218,Or5d36,ENSMUSG00000075137
,ENSMODG00000044218,Or5d14,ENSMUSG00000075139
,ENSMODG00000047407,,
,ENSMODG00000042984,,
,ENSMODG00000050354,,
,ENSMODG00000024716,,
,ENSMODG00000047455,,
NDUFB9,ENSMODG00000049785,Ndufb9,ENSMUSG00000022354
,ENSMODG00000044021,L1td1,ENSMUSG00000087166
,ENSMODG00000011164,,
,ENSMODG00000038141,Ankrd40cl,ENSMUSG00000094091
VAV3,ENSMODG00000002796,Vav3,ENSMUSG00000033721
GTF3C6,ENSMODG00000042333,Gtf3c6,ENSMUSG00000019837
ANXA9,ENSMODG00000018826,Anxa9,ENSMUSG00000015702
,ENSMODG00000019986,Or5d35,ENSMUSG00000045150
,ENSMODG00000019986,Or5d18,ENSMUSG00000075140
,ENSMODG00000019986,Or5d16,ENSMUSG00000075145
,ENSMODG00000019986,Or5d47,ENSMUSG00000075142
,ENSMODG00000029075,L1td1,ENSMUSG00000087166
DCTN1,ENSMODG00000005141,Dctn1,ENSMUSG00000031865
MARCHF7,ENSMODG00000005032,Marchf7,ENSMUSG00000026977
,ENSMODG00000014217,Gm11555,ENSMUSG00000078130
,ENSMODG00000014217,Gm11567,ENSMUSG00000059845
,ENSMODG00000014217,Gm11559,ENSMUSG00000090225
,ENSMODG00000014217,Gm11568,ENSMUSG00000069717
,ENSMODG00000014217,Krtap9-1,ENSMUSG00000070335
,ENSMODG00000014217,Krtap4-7,ENSMUSG00000045109
,ENSMODG00000014217,2300003K06Rik,ENSMUSG00000078257
STX7,ENSMODG00000017550,Stx7,ENSMUSG00000019998
MSH4,ENSMODG00000019094,Msh4,ENSMUSG00000005493
,ENSMODG00000013567,Cpt1c,ENSMUSG00000007783
,ENSMODG00000011167,Or51ab3,ENSMUSG00000078624
CALR,ENSMODG00000011530,Calr,ENSMUSG00000003814
CASP9,ENSMODG00000003612,Casp9,ENSMUSG00000028914
DHDDS,ENSMODG00000014246,Dhdds,ENSMUSG00000012117
,ENSMODG00000044100,L1td1,ENSMUSG00000087166
,ENSMODG00000038980,Slc22a22,ENSMUSG00000022366
,ENSMODG00000010784,Dleu7,ENSMUSG00000048281
,ENSMODG00000050334,Or5d35,ENSMUSG00000045150
,ENSMODG00000050334,Or5d18,ENSMUSG00000075140
,ENSMODG00000050334,Or5d16,ENSMUSG00000075145
,ENSMODG00000050334,Or5d47,ENSMUSG00000075142
,ENSMODG00000043080,,
,ENSMODG00000041699,,
,ENSMODG00000002826,,
,ENSMODG00000040560,,
,ENSMODG00000022923,Or51aa5,ENSMUSG00000096584
,ENSMODG00000022923,Or51aa2,ENSMUSG00000094119
,ENSMODG00000023512,,
RHOBTB3,ENSMODG00000020089,Rhobtb3,ENSMUSG00000021589
KLKB1,ENSMODG00000004972,Klkb1,ENSMUSG00000109764
TAPBP,ENSMODG00000014159,Tapbp,ENSMUSG00000024308
,ENSMODG00000039652,Or5l13,ENSMUSG00000075144
,ENSMODG00000039652,Or5l14,ENSMUSG00000075143
,ENSMODG00000031281,,
,ENSMODG00000029177,L1td1,ENSMUSG00000087166
,ENSMODG00000043250,,
,ENSMODG00000044488,Taar9,ENSMUSG00000037424
LRRFIP1,ENSMODG00000008928,Lrrfip1,ENSMUSG00000026305
,ENSMODG00000036972,,
,ENSMODG00000031323,,
,ENSMODG00000039738,,
DCTD,ENSMODG00000004124,Dctd,ENSMUSG00000031562
,ENSMODG00000047306,,
RPF2,ENSMODG00000017919,Rpf2,ENSMUSG00000038510
,ENSMODG00000011169,Or51aa5,ENSMUSG00000096584
,ENSMODG00000011169,Or51aa2,ENSMUSG00000094119
LRRK1,ENSMODG00000012068,Lrrk1,ENSMUSG00000015133
,ENSMODG00000048960,Or5l13,ENSMUSG00000075144
,ENSMODG00000048960,Or5l14,ENSMUSG00000075143
SEMA4A,ENSMODG00000016928,Sema4a,ENSMUSG00000028064
,ENSMODG00000020735,Cenpc1,ENSMUSG00000029253
FARSA,ENSMODG00000011519,Farsa,ENSMUSG00000003808
,ENSMODG00000037893,Taar9,ENSMUSG00000037424
,ENSMODG00000043072,,
,ENSMODG00000051356,,
,ENSMODG00000023230,Hsbp1,ENSMUSG00000031839
,ENSMODG00000003649,Cela2a,ENSMUSG00000058579
,ENSMODG00000041948,,
,ENSMODG00000040437,,
,ENSMODG00000011173,Or51aa5,ENSMUSG00000096584
,ENSMODG00000011173,Or51aa2,ENSMUSG00000094119
ASL,ENSMODG00000027474,Asl,ENSMUSG00000025533
,ENSMODG00000050236,,
,ENSMODG00000046035,Taar9,ENSMUSG00000037424
,ENSMODG00000008374,Slc22a22,ENSMUSG00000022366
,ENSMODG00000034732,,
,ENSMODG00000051494,,
,ENSMODG00000041565,Gm20379,ENSMUSG00000100622
,ENSMODG00000019995,Or9m1,ENSMUSG00000075146
,ENSMODG00000019995,Or9m1b,ENSMUSG00000075141
,ENSMODG00000019995,Or9m2,ENSMUSG00000062793
,ENSMODG00000045455,,
,ENSMODG00000037446,,
,ENSMODG00000038644,,
PRMT1,ENSMODG00000013595,Prmt1,ENSMUSG00000109324
CACNA1B,ENSMODG00000017101,Cacna1b,ENSMUSG00000004113
,ENSMODG00000011180,,
,ENSMODG00000049497,Taar9,ENSMUSG00000037424
,ENSMODG00000036693,,
MINDY1,ENSMODG00000018827,Mindy1,ENSMUSG00000038712
,ENSMODG00000043442,,
MTSS1,ENSMODG00000001828,Mtss1,ENSMUSG00000022353
,ENSMODG00000024642,Basp1,ENSMUSG00000045763
,ENSMODG00000045549,,
,ENSMODG00000043336,,
,ENSMODG00000003249,Gp6,ENSMUSG00000078810
,ENSMODG00000043910,Or10ag52,ENSMUSG00000070857
,ENSMODG00000043910,Or10ag57,ENSMUSG00000047594
,ENSMODG00000043910,Or10ag2,ENSMUSG00000043274
,ENSMODG00000043910,Or12e7,ENSMUSG00000058194
,ENSMODG00000043910,Or10ag55-ps1,ENSMUSG00000089732
,ENSMODG00000043910,Or10ag58,ENSMUSG00000050772
,ENSMODG00000043910,Or10ag60,ENSMUSG00000059205
,ENSMODG00000043910,Or12e1,ENSMUSG00000044487
,ENSMODG00000043910,Or12e14,ENSMUSG00000070853
,ENSMODG00000043910,Or12e13,ENSMUSG00000061875
,ENSMODG00000043910,Or10ag53,ENSMUSG00000070856
,ENSMODG00000043910,Or10ag54,ENSMUSG00000070855
,ENSMODG00000043910,Or10ag59,ENSMUSG00000062272
,ENSMODG00000043910,Or10ag56,ENSMUSG00000083706
,ENSMODG00000043910,Or12e10,ENSMUSG00000068814
,ENSMODG00000043910,Or12e9,ENSMUSG00000070852
,ENSMODG00000043910,Or12e8,ENSMUSG00000081234
,ENSMODG00000044048,Or51ag1,ENSMUSG00000045584
,ENSMODG00000049189,Taar9,ENSMUSG00000037424
CYP4V2,ENSMODG00000050854,Cyp4v3,ENSMUSG00000079057
,ENSMODG00000046481,,
,ENSMODG00000021002,Dop1b,ENSMUSG00000022946
LUC7L3,ENSMODG00000012711,Luc7l3,ENSMUSG00000020863
,ENSMODG00000039438,,
,ENSMODG00000036657,,
,ENSMODG00000050678,,
,ENSMODG00000042678,,
,ENSMODG00000040535,Or51ag1,ENSMUSG00000045584
,ENSMODG00000051571,Taar9,ENSMUSG00000037424
,ENSMODG00000024640,Fkbp1a,ENSMUSG00000032966
SLC16A10,ENSMODG00000017914,Slc16a10,ENSMUSG00000019838
,ENSMODG00000042750,,
,ENSMODG00000024361,Or10ag52,ENSMUSG00000070857
,ENSMODG00000024361,Or10ag57,ENSMUSG00000047594
,ENSMODG00000024361,Or10ag2,ENSMUSG00000043274
,ENSMODG00000024361,Or12e7,ENSMUSG00000058194
,ENSMODG00000024361,Or10ag55-ps1,ENSMUSG00000089732
,ENSMODG00000024361,Or10ag58,ENSMUSG00000050772
,ENSMODG00000024361,Or10ag60,ENSMUSG00000059205
,ENSMODG00000024361,Or12e1,ENSMUSG00000044487
,ENSMODG00000024361,Or12e14,ENSMUSG00000070853
,ENSMODG00000024361,Or12e13,ENSMUSG00000061875
,ENSMODG00000024361,Or10ag53,ENSMUSG00000070856
,ENSMODG00000024361,Or10ag54,ENSMUSG00000070855
,ENSMODG00000024361,Or10ag59,ENSMUSG00000062272
,ENSMODG00000024361,Or10ag56,ENSMUSG00000083706
,ENSMODG00000024361,Or12e10,ENSMUSG00000068814
,ENSMODG00000024361,Or12e9,ENSMUSG00000070852
,ENSMODG00000024361,Or12e8,ENSMUSG00000081234
,ENSMODG00000046284,,
,ENSMODG00000042064,,
,ENSMODG00000039512,,
,ENSMODG00000023319,Taar9,ENSMUSG00000037424
,ENSMODG00000050343,,
,ENSMODG00000043191,Syce2,ENSMUSG00000003824
KIRREL3,ENSMODG00000004676,Kirrel3,ENSMUSG00000032036
U6,ENSMODG00000022171,Gm23940,ENSMUSG00000075908
,ENSMODG00000020090,,
SART3,ENSMODG00000002859,Sart3,ENSMUSG00000018974
,ENSMODG00000032563,,
,ENSMODG00000041947,,
,ENSMODG00000005132,A430033K04Rik,ENSMUSG00000056014
,ENSMODG00000003262,Gp6,ENSMUSG00000078810
CTRC,ENSMODG00000027369,,
,ENSMODG00000027380,,
CD302,ENSMODG00000047540,Cd302,ENSMUSG00000060703
,ENSMODG00000036524,Or5w13,ENSMUSG00000075151
,ENSMODG00000036524,Or5w12,ENSMUSG00000075153
,ENSMODG00000036524,Or5w17,ENSMUSG00000075148
,ENSMODG00000036524,Or8w1,ENSMUSG00000068818
,ENSMODG00000036524,Or5w19,ENSMUSG00000045225
,ENSMODG00000036524,Or5w14,ENSMUSG00000075150
,ENSMODG00000036524,Or5w16,ENSMUSG00000068817
,ENSMODG00000036524,Or5w18,ENSMUSG00000068815
,ENSMODG00000036524,Or5w8,ENSMUSG00000047039
,ENSMODG00000036524,Or5w11,ENSMUSG00000068819
,ENSMODG00000036524,Or5w20,ENSMUSG00000048197
,ENSMODG00000036524,Or5w22,ENSMUSG00000061520
,ENSMODG00000036524,Or5w15,ENSMUSG00000075149
,ENSMODG00000044779,Or51l14,ENSMUSG00000073949
,ENSMODG00000044779,Or51l4,ENSMUSG00000050281
,ENSMODG00000041299,,
TAAR8,ENSMODG00000038162,Taar8b,ENSMUSG00000100186
TAAR8,ENSMODG00000038162,Taar8c,ENSMUSG00000100004
TAAR8,ENSMODG00000038162,Taar6,ENSMUSG00000045111
TAAR8,ENSMODG00000038162,Taar8a,ENSMUSG00000096442
,ENSMODG00000020051,Or8u3-ps,ENSMUSG00000050577
,ENSMODG00000048681,,
,ENSMODG00000004881,Fam149a,ENSMUSG00000070044
,ENSMODG00000023350,Mfsd4b4,ENSMUSG00000096687
,ENSMODG00000023350,Mfsd4b5,ENSMUSG00000038528
,ENSMODG00000023350,Mfsd4b1,ENSMUSG00000038522
,ENSMODG00000033995,,
,ENSMODG00000040289,,
,ENSMODG00000050201,,
,ENSMODG00000027636,L1td1,ENSMUSG00000087166
GCDH,ENSMODG00000011508,Gcdh,ENSMUSG00000003809
RASGRP3,ENSMODG00000015433,Rasgrp3,ENSMUSG00000071042
,ENSMODG00000041588,,
MORC3,ENSMODG00000021004,Morc3,ENSMUSG00000039456
,ENSMODG00000037981,Or51l14,ENSMUSG00000073949
,ENSMODG00000037981,Or51l4,ENSMUSG00000050281
,ENSMODG00000043113,,
,ENSMODG00000028381,Lgals12,ENSMUSG00000024972
,ENSMODG00000048124,L1td1,ENSMUSG00000087166
,ENSMODG00000028673,,
,ENSMODG00000045255,,
,ENSMODG00000020049,Or8u3-ps,ENSMUSG00000050577
,ENSMODG00000019095,Asb17,ENSMUSG00000038997
,ENSMODG00000045358,Or5w13,ENSMUSG00000075151
,ENSMODG00000045358,Or5w12,ENSMUSG00000075153
,ENSMODG00000045358,Or5w17,ENSMUSG00000075148
,ENSMODG00000045358,Or8w1,ENSMUSG00000068818
,ENSMODG00000045358,Or5w19,ENSMUSG00000045225
,ENSMODG00000045358,Or5w14,ENSMUSG00000075150
,ENSMODG00000045358,Or5w16,ENSMUSG00000068817
,ENSMODG00000045358,Or5w18,ENSMUSG00000068815
,ENSMODG00000045358,Or5w8,ENSMUSG00000047039
,ENSMODG00000045358,Or5w11,ENSMUSG00000068819
,ENSMODG00000045358,Or5w20,ENSMUSG00000048197
,ENSMODG00000045358,Or5w22,ENSMUSG00000061520
,ENSMODG00000045358,Or5w15,ENSMUSG00000075149
PTRHD1,ENSMODG00000015895,Ptrhd1,ENSMUSG00000096199
,ENSMODG00000038596,,
mdo-mir-15a,ENSMODG00000025881,Mir15a,ENSMUSG00000093007
,ENSMODG00000023642,,
CHSY1,ENSMODG00000012037,Chsy1,ENSMUSG00000032640
SPATA9,ENSMODG00000020092,Spata9,ENSMUSG00000021590
,ENSMODG00000002918,,
SLC25A44,ENSMODG00000016921,Slc25a44,ENSMUSG00000050144
,ENSMODG00000045338,L1td1,ENSMUSG00000087166
,ENSMODG00000041355,,
,ENSMODG00000011204,Or52d13,ENSMUSG00000081945
,ENSMODG00000013603,Irf3,ENSMUSG00000003184
,ENSMODG00000037143,,
,ENSMODG00000038530,,
TENM3,ENSMODG00000004107,Tenm3,ENSMUSG00000031561
,ENSMODG00000041491,Dmrtb1,ENSMUSG00000028610
mdo-mir-16-1,ENSMODG00000025876,,
AGER,ENSMODG00000014881,Ager,ENSMUSG00000015452
,ENSMODG00000020050,Or8u3-ps,ENSMUSG00000050577
,ENSMODG00000044361,,
,ENSMODG00000050539,,
,ENSMODG00000031751,,
U6,ENSMODG00000021839,,
,ENSMODG00000039223,Or51l14,ENSMUSG00000073949
,ENSMODG00000039223,Or51l4,ENSMUSG00000050281
,ENSMODG00000049254,Or10ag52,ENSMUSG00000070857
,ENSMODG00000049254,Or10ag57,ENSMUSG00000047594
,ENSMODG00000049254,Or10ag2,ENSMUSG00000043274
,ENSMODG00000049254,Or12e7,ENSMUSG00000058194
,ENSMODG00000049254,Or10ag55-ps1,ENSMUSG00000089732
,ENSMODG00000049254,Or10ag58,ENSMUSG00000050772
,ENSMODG00000049254,Or10ag60,ENSMUSG00000059205
,ENSMODG00000049254,Or12e1,ENSMUSG00000044487
,ENSMODG00000049254,Or12e14,ENSMUSG00000070853
,ENSMODG00000049254,Or12e13,ENSMUSG00000061875
,ENSMODG00000049254,Or10ag53,ENSMUSG00000070856
,ENSMODG00000049254,Or10ag54,ENSMUSG00000070855
,ENSMODG00000049254,Or10ag59,ENSMUSG00000062272
,ENSMODG00000049254,Or10ag56,ENSMUSG00000083706
,ENSMODG00000049254,Or12e10,ENSMUSG00000068814
,ENSMODG00000049254,Or12e9,ENSMUSG00000070852
,ENSMODG00000049254,Or12e8,ENSMUSG00000081234
FICD,ENSMODG00000040567,Ficd,ENSMUSG00000053334
,ENSMODG00000046790,,
,ENSMODG00000047300,,
TLR3,ENSMODG00000004861,Tlr3,ENSMUSG00000031639
,ENSMODG00000044795,,
,ENSMODG00000038533,,
,ENSMODG00000027177,,
PRUNE1,ENSMODG00000045279,Prune1,ENSMUSG00000015711
TRIM13,ENSMODG00000024106,Trim13,ENSMUSG00000035235
FAM98A,ENSMODG00000015429,Fam98a,ENSMUSG00000002017
,ENSMODG00000041655,Or51l14,ENSMUSG00000073949
,ENSMODG00000041655,Or51l4,ENSMUSG00000050281
SPOCK1,ENSMODG00000046877,Spock1,ENSMUSG00000056222
,ENSMODG00000023543,,
,ENSMODG00000050546,,
CHAF1B,ENSMODG00000021005,Chaf1b,ENSMUSG00000022945
RAB17,ENSMODG00000043415,Rab17,ENSMUSG00000026304
ZBTB22,ENSMODG00000014152,Zbtb22,ENSMUSG00000051390
,ENSMODG00000044643,,
PMF1,ENSMODG00000016918,Pmf1,ENSMUSG00000028066
,ENSMODG00000020052,Or5al5,ENSMUSG00000075204
,ENSMODG00000020052,Or5al6,ENSMUSG00000075203
,ENSMODG00000020052,Or5al1,ENSMUSG00000075202
,ENSMODG00000020052,Or5al7,ENSMUSG00000075201
KLF1,ENSMODG00000011491,Klf1,ENSMUSG00000054191
,ENSMODG00000039647,,
CAVIN4,ENSMODG00000049552,Cavin4,ENSMUSG00000028348
,ENSMODG00000045260,,
,ENSMODG00000047893,,
,ENSMODG00000034028,,
,ENSMODG00000027844,,
,ENSMODG00000033492,,
THADA,ENSMODG00000000451,Thada,ENSMUSG00000024251
SELENOS,ENSMODG00000012032,Selenos,ENSMUSG00000075701
REV3L,ENSMODG00000017910,Rev3l,ENSMUSG00000019841
,ENSMODG00000040542,,
,ENSMODG00000039229,Or51l14,ENSMUSG00000073949
,ENSMODG00000039229,Or51l4,ENSMUSG00000050281
ANKRD40,ENSMODG00000012727,Ankrd40,ENSMUSG00000020864
,ENSMODG00000038939,Or10ag52,ENSMUSG00000070857
,ENSMODG00000038939,Or10ag57,ENSMUSG00000047594
,ENSMODG00000038939,Or10ag2,ENSMUSG00000043274
,ENSMODG00000038939,Or12e7,ENSMUSG00000058194
,ENSMODG00000038939,Or10ag55-ps1,ENSMUSG00000089732
,ENSMODG00000038939,Or10ag58,ENSMUSG00000050772
,ENSMODG00000038939,Or10ag60,ENSMUSG00000059205
,ENSMODG00000038939,Or12e1,ENSMUSG00000044487
,ENSMODG00000038939,Or12e14,ENSMUSG00000070853
,ENSMODG00000038939,Or12e13,ENSMUSG00000061875
,ENSMODG00000038939,Or10ag53,ENSMUSG00000070856
,ENSMODG00000038939,Or10ag54,ENSMUSG00000070855
,ENSMODG00000038939,Or10ag59,ENSMUSG00000062272
,ENSMODG00000038939,Or10ag56,ENSMUSG00000083706
,ENSMODG00000038939,Or12e10,ENSMUSG00000068814
,ENSMODG00000038939,Or12e9,ENSMUSG00000070852
,ENSMODG00000038939,Or12e8,ENSMUSG00000081234
,ENSMODG00000044951,,
,ENSMODG00000041939,,
PDGFA,ENSMODG00000036514,Pdgfa,ENSMUSG00000025856
,ENSMODG00000038691,,
,ENSMODG00000048696,,
,ENSMODG00000024308,Or8u9,ENSMUSG00000075200
,ENSMODG00000024308,Or8u8,ENSMUSG00000075199
,ENSMODG00000010799,Spryd7,ENSMUSG00000021930
,ENSMODG00000006171,,
,ENSMODG00000023604,Aldoart1,ENSMUSG00000059343
,ENSMODG00000023604,Aldoa,ENSMUSG00000030695
,ENSMODG00000023604,Aldoart2,ENSMUSG00000063129
DAXX,ENSMODG00000014146,Daxx,ENSMUSG00000002307
,ENSMODG00000011762,,
RPS6KA1,ENSMODG00000014283,Rps6ka1,ENSMUSG00000003644
,ENSMODG00000047432,Or51l14,ENSMUSG00000073949
,ENSMODG00000047432,Or51l4,ENSMUSG00000050281
CMKLR1,ENSMODG00000023719,Cmklr1,ENSMUSG00000042190
,ENSMODG00000027462,L1td1,ENSMUSG00000087166
,ENSMODG00000046708,,
RFESD,ENSMODG00000020093,Rfesd,ENSMUSG00000043190
,ENSMODG00000014356,Zfp74,ENSMUSG00000059975
,ENSMODG00000045607,,
,ENSMODG00000016914,Bglap2,ENSMUSG00000074486
,ENSMODG00000016914,Bglap,ENSMUSG00000074483
,ENSMODG00000016914,Bglap3,ENSMUSG00000074489
ANGPTL7,ENSMODG00000011148,Angptl7,ENSMUSG00000028989
,ENSMODG00000026083,Gm24620,ENSMUSG00000064558
,ENSMODG00000026083,Gm25788,ENSMUSG00000064655
,ENSMODG00000026083,Gm22154,ENSMUSG00000065778
,ENSMODG00000026083,Gm22889,ENSMUSG00000089264
,ENSMODG00000026083,Gm26048,ENSMUSG00000087930
,ENSMODG00000026083,Gm25370,ENSMUSG00000088784
,ENSMODG00000026083,Gm23974,ENSMUSG00000065255
,ENSMODG00000025573,Morn1,ENSMUSG00000029049
LY75,ENSMODG00000005126,Ly75,ENSMUSG00000026980
DNASE2,ENSMODG00000011483,Dnase2a,ENSMUSG00000003812
,ENSMODG00000002928,Azgp1,ENSMUSG00000037053
,ENSMODG00000041260,,
,ENSMODG00000023314,,
